group;name;protein;fat;carb;calorie
Üzletben kapható termékek;Házias Ízek pizzás melegszendvics krém 290 g;5,2;2,0;13,6;105;443
Üzletben kapható termékek;Házias Ízek provanszi melegszendvics krém 290 g;5,2;6,3;11,5;127;530
Üzletben kapható termékek;Házias Ízek pulykahús falatok zöldborsóval 400 g;5,5;1,4;10,4;76;323
Üzletben kapható termékek;Házias Ízek rakott káposzta 400 g;3,6;8,5;6,6;117;487
Üzletben kapható termékek;Házias Ízek rakott káposzta 500 g;4,8;6,9;6,4;114;475
Üzletben kapható termékek;Házias Ízek rakott tészta 400 g;3,9;6,5;9,9;116;484
Üzletben kapható termékek;Házias Ízek rizses lecsó házikolbásszal 400 g;3,9;6,2;11,0;116;484
Üzletben kapható termékek;Házias Ízek sárgaborsófőzelék pörkölttel 400 g;5,7;5,4;10,7;114;477
Üzletben kapható termékek;Házias Ízek sertéspörkölt 300 g;8,5;9,0;4,7;134;559
Üzletben kapható termékek;Házias Ízek sólet csípős házikolbásszal 500 g;6,8;6,1;12,5;139;583
Üzletben kapható termékek;Házias Ízek sólet pácolt marhahússal 400 g;8,0;2,6;13,0;107;453
Üzletben kapható termékek;Házias Ízek sonkás melegszendvics krém 290 g;8,2;18,3;4,3;215;889
Üzletben kapható termékek;Házias Ízek székelykáposzta 400 g;2,6;5,5;5,6;82;343
Üzletben kapható termékek;Házias Ízek tanyasi káposzta csülökhússal 400 g;3,2;4,0;4,7;70;292
Üzletben kapható termékek;Házias Ízek töltött káposzta 400 g;3,1;5,3;4,9;83;344
Üzletben kapható termékek;Házias Ízek zöldséges aprópecsenye 400 g;5,1;3,7;7,1;86;361
Üzletben kapható termékek;Házias Ízek zöldséges egytál sertéshússal 400 g;5,8;0,6;9,7;68;287
Üzletben kapható termékek;Házias Ízek zúzapörkölt 400 g;9,9;6,9;4,8;122;510
Üzletben kapható termékek;Házisweets Choco mini kakaós-rumos ízű kókuszos csemege 40 g;4;13,2;54,8;354;1488
Üzletben kapható termékek;Házisweets Choco Premium kakaós-rumos ízű kókuszos csemege 180 g;4;13,2;54,8;354;1488
Üzletben kapható termékek;Házisweets citromízű szőlőcukor tabletta 80 g;0,1;0,7;90,3;368;1563
Üzletben kapható termékek;Házisweets mentolos ízű szőlőcukor tabletta 80 g;0,1;0,3;91;367;1560
Üzletben kapható termékek;Házisweets natúr szőlőcukor tabletta 80 g;0,1;0,7;90;368;1558
Üzletben kapható termékek;Hearty Food Co. "B" minőségű hosszú szemű rizs 4 x 100 g;6,7;0,7;78,9;354;1500
Üzletben kapható termékek;Hearty Food Co. cérnácska 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. cérnácska tojás nélküli száraztészta 500 g;11,0;1,2;74,0;358;1516
Üzletben kapható termékek;Hearty Food Co. cérnametélt 2 tojásos száraztészta 250 g;12,0;1,4;76,0;371;1572
Üzletben kapható termékek;Hearty Food Co. copfocska 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. fodros nagykocka 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. makaróni 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. orsó 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. orsó tojás nélküli száraztészta 500 g;11,0;1,2;74,0;358;1516
Üzletben kapható termékek;Hearty Food Co. penne tojás nélküli száraztészta 500 g;11,0;1,2;74,0;358;1516
Üzletben kapható termékek;Hearty Food Co. rövidmetélt 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. spagetti 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. spagetti tojás nélküli száraztészta 500 g;11,0;1,2;74,0;358;1516
Üzletben kapható termékek;Hearty Food Co. szarvacska 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Hearty Food Co. szarvacska tojás nélküli száraztészta 500 g;11,0;1,2;74,0;358;1516
Üzletben kapható termékek;Hearty Food Co. tarhonya 2 tojásos száraztészta 500 g;11,0;1,9;72,0;354;1502
Üzletben kapható termékek;Heinz Baked Beans sült bab paradicsommártásban 415 g;4,7;0,2;12,5;78;329
Üzletben kapható termékek;Heinz barbecue szósz 220 ml;0,8;0,2;34,0;142;602
Üzletben kapható termékek;Heinz barbecue szósz chili 400 ml;1,0;0;35;154;655
Üzletben kapható termékek;Heinz barbecue szósz classic 400 ml;0,9;0;32;138;586
Üzletben kapható termékek;Heinz barbecue szósz édes 400 ml;0,9;0;42;175;741
Üzletben kapható termékek;Heinz BIO ketchup 500 ml;1,5;0,2;28,9;126;536
Üzletben kapható termékek;Heinz csípős ketchup 570 g;1,2;0,1;23,3;107;449
Üzletben kapható termékek;Heinz light ketchup 550 g;1,4;0,1;12;64;271
Üzletben kapható termékek;Heinz majonéz 26% 420 g;0,6;26;3,8;250;1029
Üzletben kapható termékek;Heinz majonéz 70% 395 g;0,8;70;3,0;644;2650
Üzletben kapható termékek;Heinz majonéz 70% zsírtartalommal 215 g;0,8;70;3,0;644;2650
Üzletben kapható termékek;Heinz majonéz 70% zsírtartalommal 460 g;0,8;70;3,0;644;2650
Üzletben kapható termékek;Heinz Mild mustár 445 g;5,4;5,0;9,3;118;495
Üzletben kapható termékek;Heinz Sweet mustár mézzel 240 g;5,1;4,8;20;154;645
Üzletben kapható termékek;Heinz Tomato ketchup 1 kg;1,2;0,1;23,2;102;435
Üzletben kapható termékek;Heinz Tomato ketchup 1,5 kg;1,2;0,1;23,2;102;435
Üzletben kapható termékek;Helcom erdei gyümölcssaláta cukrozott lében 360 g;0,5;0;16;67;292
Üzletben kapható termékek;Helcom gyümölcssaláta cukrozott lében 820 g;0,5;0,1;14,9;259;61,6
Üzletben kapható termékek;Helcom pirított hagyma 100 g;6,0;48;37;610;2550
Üzletben kapható termékek;Hellmann's BBQ szósz flakonos 250 ml;0,8;0,6;29;140;587
Üzletben kapható termékek;Hellmann's Delicate majonéz 412 g;0,8;68;4,6;620;2602
Üzletben kapható termékek;Hellmann's Light majonéz 430 ml;0,5;26;6,1;264;1108
Üzletben kapható termékek;Hellmann's majonéz 400 g;1,1;79;1,4;708;2963
Üzletben kapható termékek;Hellmann's majonéz 430 ml;1,1;79;1,4;726;2985
Üzletben kapható termékek;Hellmann's majonéz olívaolajjal 400 g;0,8;66;2,4;592;2491
Üzletben kapható termékek;Hershey's táblás tejcsokoládé 45 g;8,7;31,4;55,5;547;22287
Üzletben kapható termékek;Hit szendvicskeksz csokoládé ízesítésű töltelékkel 220 g;6,9;23;64;496;2077
Üzletben kapható termékek;Hit szendvicskeksz étcsokoládé és narancs ízesítésű töltelékkel 220 g;6,7;24;63;499;2089
Üzletben kapható termékek;Hit szendvicskeksz fehér csokoládé és citrom ízesítésű töltelékkel 220 g;5,8;24;63;500;2094
Üzletben kapható termékek;Hízott libamáj desszert 190 g;7,1;37,2;1,4;369;1520
Üzletben kapható termékek;Hízott libamáj zsírjában 180 g;3,0;73,4;0,4;674;2773
Üzletben kapható termékek;Horváth Rozi brassói aprópecsenye fűszerkeverék 30 g;8,8;1,0;36;213;893
Üzletben kapható termékek;Horváth Rozi étkezési zselatin 20 g;84;0,1;0;342;1435
Üzletben kapható termékek;Horváth Rozi fokhagymabors 20 g;10;0,9;51;265;1115
Üzletben kapható termékek;Horváth Rozi fokhagymás gyorspác fűszerkeverék 30 g;10;1,2;43;242;1018
Üzletben kapható termékek;Horváth Rozi fűszeres tarja fűszersó 30 g;4,8;2,3;18;124;520
Üzletben kapható termékek;Horváth Rozi gyros gyorspác 30 g;6,8;3,3;36;226;949
Üzletben kapható termékek;Horváth Rozi jódozott vákuum só 1 kg;0;0;0;0;0
Üzletben kapható termékek;Horváth Rozi magyaros sertéssült fűszersó 30 g;3,8;2,1;12;90;376
Üzletben kapható termékek;Horváth Rozi mustáros gyorspác fűszerkeverék 30 g;14;13;27;293;1229
Üzletben kapható termékek;Horváth Rozi rablóhús fűszersó 30 g;11;3,3;14;145;607
Üzletben kapható termékek;Horváth Rozi ropogós sültcsirke fűszersó 30 g;15;1,3;6,3;100;427
Üzletben kapható termékek;Horváth Rozi sültkrumpli fűszersó 30 g;5;1,2;25;140;587
Üzletben kapható termékek;HP barnamártás 285 g;0,9;0,1;28,3;122;517
Üzletben kapható termékek;Hunicon darált mák 200 g;20,5;38;24;526;2209
Üzletben kapható termékek;Hunicon diótöltelék 200 g;16,3;19;38,4;470;2146
Üzletben kapható termékek;Hunicon Sütivarázs dió ízű töltelék 200 g;18,7;14,1;49,5;414;1737
Üzletben kapható termékek;I. osztályú őrölt csípős paprika 50 g;15;6,7;24;291;1208
Üzletben kapható termékek;I. osztályú őrölt édes paprika 100 g;15;6,7;24;291;1208
Üzletben kapható termékek;I. osztályú őrölt édes paprika 150 g;15;6,7;24;291;1208
Üzletben kapható termékek;I. osztályú őrölt édes paprika 50 g;15;6,7;24;291;1208
Üzletben kapható termékek;II. osztályú őrölt édes paprika 100 g;16;12;56;403;1695
Üzletben kapható termékek;II. osztályú őrölt édes paprika 50 g;15;6,7;24;291;1208
Üzletben kapható termékek;Isostar Hydrate  and  Perform narancs ízű izotóniás sportital-por 400 g;0;0;73;373;1586
Üzletben kapható termékek;Ízvilág Bohóc étcsokoládéval bevont szelet narancsos és rumos ízű kakaós töltelékkel 25 g;3,6;14,5;70,0;430;1805
Üzletben kapható termékek;Ízvilág Kapucíner étcsokoládéval bevont szelet kávés és tejszínízű töltelékkel 31 g;7,3;15,5;65,5;430;1810
Üzletben kapható termékek;Ízvilág Lottó étcsokoládéval bevont szelet rumos ízű diós töltelékkel 25 g;5,1;13,5;67,0;420;1775
Üzletben kapható termékek;Ízvilág Szamba étcsokoládéval bevont szelet rumos ízű kakaós és marcipános-meggyes töltelékkel 25 g;5,0;13,5;68,5;425;1790
Üzletben kapható termékek;Izsáki Házitészta Juhászné Száraztésztája cérnametélt 8 tojásos száraztészta 250 g;17,0;5,0;69,2;390;1665
Üzletben kapható termékek;Izsáki Házitészta Juhászné száraztésztája csipetke 8 tojásos száraztészta 200 g;14,4;3,5;71,8;381;1612
Üzletben kapható termékek;Izsáki Házitészta Juhászné száraztésztája eperszalag 8 tojásos száraztészta 200 g;14,4;3,5;71,8;381;1612
Üzletben kapható termékek;Izsáki Házitészta Juhászné száraztésztája lúdgége 8 tojásos száraztészta 200 g;14,4;3,5;71,8;381;1612
Üzletben kapható termékek;Izsáki Házitészta Juhászné száraztésztája préseltcsiga 8 tojásos száraztészta 200 g;14,4;3,5;71,8;381;1612
Üzletben kapható termékek;Izsáki Házitészta lúdgége 4 tojásos száraztészta 500 g;15;3,4;72,9;382;1620
Üzletben kapható termékek;Jam sárgabarack dzsem csökkentett cukortartalommal 600 g;0,5;0,5;34;148;623
Üzletben kapható termékek;Jam szamóca-alma dzsem csökkentett cukortartalommal 600 g;0,5;0,5;34;148;623
Üzletben kapható termékek;Jamie Oliver csodálatos currys csicseriborsó 250 g;6,1;4,3;15,6;135;565
Üzletben kapható termékek;Jamie Oliver érzéki édes chili tönköly 250 g;5,6;4,2;32,4;199;840
Üzletben kapható termékek;Jamie Oliver isteni lencse 250 g;6,2;2,0;12;98;412
Üzletben kapható termékek;Jamie Oliver különleges, krémes fekete lencse melengető fűszerekkel 250 g;6,8;4,9;13;130;546
Üzletben kapható termékek;Jamie Oliver paradicsom és mediterrán zöldséges tésztaszósz 400 g;1,7;1,5;5,8;44;185
Üzletben kapható termékek;Jamie Oliver szuper paradicsom, olíva és quinoa 250 g;4,2;5,8;23,8;170;715
Üzletben kapható termékek;Jordans Country Crisp ropogós gabonapelyhek étcsokoládé reszelékkel 400 g;8,3;17,3;64,8;460;1929
Üzletben kapható termékek;Jordans Country Crisp ropogós gabonapelyhek liofilizált eperrel 400 g;7,9;14,8;66,4;444;1866
Üzletben kapható termékek;Jordans Country Crisp ropogós, teljes kiőrlésű gabonapelyhek diófélékkel 400 g;10,9;20,8;57,7;474;1985
Üzletben kapható termékek;Kaija lazacfilé angol mustárszószban 170 g;9;3,5;7;185;771
Üzletben kapható termékek;Kaija lazacfilé gombaszószban 170 g;9;14;5;182;756
Üzletben kapható termékek;Kaija lazacfilé paradicsomszószban 170 g;9;13;6;177;736
Üzletben kapható termékek;Kaija lazacfilé saját levében 170 g;18;10;0;162;677
Üzletben kapható termékek;Kaiser Franz Josef Exclusive magozott fekete olívabogyó sós lében 300 g;0,5;14;0;133;546
Üzletben kapható termékek;Kalas Classic jódozott görög tengeri só 400 g;0;0;0;0;0
Üzletben kapható termékek;Kalas Niké jódozott görög tengeri só 1 kg;0;0;0;0;0
Üzletben kapható termékek;Kalifa Alhambra étcsokoládés vörös áfonya 60 g;3,3;14;67;427;1791
Üzletben kapható termékek;Kalifa cukrozott aszalt vörösáfonya 100 g;0,2;1,2;81;344;1459
Üzletben kapható termékek;Kalifa cukrozott, aszalt papayakocka 200 g;0,8;0,05;82;333;1415
Üzletben kapható termékek;Kalifa darált, cukrozott dióbél 200 g;8,1;32;53;539;2248
Üzletben kapható termékek;Kalifa diákcsemege 200 g;12,9;24,3;42,0;451;1881
Üzletben kapható termékek;Kalifa diákcsemege 500 g;15,0;34,2;30,9;496;2060
Üzletben kapható termékek;Kalifa étkezési mák 250 g;20,5;39,1;23,9;540;2242
Üzletben kapható termékek;Kalifa fenyőmag 50 g;13,7;68,4;13,1;730;3016
Üzletben kapható termékek;Kalifa héj nélküli tökmag 100 g;35;43;3,6;575;2382
Üzletben kapható termékek;Kalifa Kalifa Mix cukrozott ananász- és papayakocka 200 g;0,5;0,05;84;342;1454
Üzletben kapható termékek;Kalifa kókuszreszelék 100 g;7,7;59;7,0;635;2612
Üzletben kapható termékek;Kalifa lenmag 250 g;21;43;2,2;553;2276
Üzletben kapható termékek;Kalifa magozott aszalt sárgabarack 200 g;2,8;0,2;66;295;1250
Üzletben kapható termékek;Kalifa magozott aszalt sárgabarack 500 g;2,5;0,7;35,8;165;699
Üzletben kapható termékek;Kalifa magozott aszalt szilva 200 g;2,2;1;64,0;286;1209
Üzletben kapható termékek;Kalifa mazsola 100 g;2,7;0,8;77;332;1410
Üzletben kapható termékek;Kalifa mazsola 250 g;2,7;0,8;77;332;1410
Üzletben kapható termékek;Kalifa natúr mandula 100 g;21,2;49,4;6,8;564;2333
Üzletben kapható termékek;Kalifa saláta-magkeverék 50 g;17;46,4;30;616;2559
Üzletben kapható termékek;Kalifa sós, pörkölt mandula 70 g;20,7;52,6;3,4;590;2435
Üzletben kapható termékek;Kalifa szeletelt mandula 100 g;28,6;50,0;14,3;636;2636
Üzletben kapható termékek;Kalifa szezámmag 250 g;25;51;2,2;594;2458
Üzletben kapható termékek;Kalifa törökmogyoróbél 100 g;16;62;4,2;658;2715
Üzletben kapható termékek;Kalocsai csemege gulyáskrém 160 g + 16 g;1,6;6,4;8;99;411
Üzletben kapható termékek;Kalocsai csemege paprikakrém 160 g + 16 g;1;0,3;4,3;27;112
Üzletben kapható termékek;Kalocsai erős paprikakrém 160 g + 16 g;1;0,3;4,3;27;112
Üzletben kapható termékek;Kalocsai ketchup 750 g;1,6;0,3;22,4;99;419
Üzletben kapható termékek;Kalocsai majonéz édesítőszerrel 420 ml + 250 ml;4;23,9;10,4;103;433
Üzletben kapható termékek;Kalocsai mustár 420 g + 250 g;4,5;4,6;12;118;490
Üzletben kapható termékek;Kecskeméti csökkentett energia- és cukortartalmú sárgabaracklekvár cukorral és édesítőszerrel 280 g;0,5;0,0;21,1;90;380
Üzletben kapható termékek;Kecskeméti Prémium áfonyalekvár 300 g;0,3;0,4;48,0;204;858
Üzletben kapható termékek;Kecskeméti Prémium birsalmalekvár almakockákkal 300 g;0,3;0,0;48,0;199;834
Üzletben kapható termékek;Kecskeméti Prémium erdei vegyes gyümölcslekvár 300 g;0,7;0,0;48,0;209;879
Üzletben kapható termékek;Kecskeméti Prémium málnalekvár 300 g;0,7;0,2;48,0;213;893
Üzletben kapható termékek;Kecskeméti Prémium meggylekvár 300 g;0,5;0,2;48,0;207;869
Üzletben kapható termékek;Kecskeméti Prémium szamócalekvár 300 g;0,6;0,2;48,0;203;851
Üzletben kapható termékek;Kecskeméti sűrített paradicsom 360 g;3,2;0,7;13,0;75;314
Üzletben kapható termékek;Kenyérvarázs Glutenix gluténmentes magkeverékes kenyér sütőkeverék 500 g;6,2;9,42;63,2;380;1598
Üzletben kapható termékek;Kinder Bueno Dark étcsokoládéval bevont ostya tejes-mogyorós krémmel töltve 2 db 43 g;9;40,6;46,1;593;2469
Üzletben kapható termékek;Kinder Bueno Mini tejcsokoládéval bevont tejes-mogyorós töltésű ostya 108 g;8,6;37,3;49,5;572;2384
Üzletben kapható termékek;Kinder Bueno tejcsokoládéval bevont ostya tejes-mogyorós krémmel töltve 2 db 43 g;8,6;37,3;49,5;572;2384
Üzletben kapható termékek;Kinder Bueno White fehércsokoládéval bevont ostya tejes-mogyorós krémmel töltve 2 db 39 g;8,8;35,9;53;572;2387
Üzletben kapható termékek;Kinder Chocolate Mini tejcsokoládé szelet tejes krémmel töltve 120 g;8,7;35;53,5;566;2360
Üzletben kapható termékek;Kinder Chocolate tejcsokoládé szelet tejes krémmel töltve 24 db 300 g;8,7;35;53,5;566;2360
Üzletben kapható termékek;Kinder Country tejcsokoládé szelet gabonapelyhes és tejes töltéssel 23,5 g;8,6;33,8;54,9;561;2342
Üzletben kapható termékek;Kinder Country tejcsokoládé szelet tejes krémmel és gabonapelyhekkel töltve 4 db 94 g;8,6;33,8;54,9;561;2342
Üzletben kapható termékek;Kinder Gransorpresa Fiú belső tejes réteggel bevont tejcsokoládé tojás meglepetéssel 320 g;8,8;36,2;53,9;579;2413
Üzletben kapható termékek;Kinder Gransorpresa Lány belső tejes réteggel bevont tejcsokoládé tojás meglepetéssel 320 g;8,8;36,2;53,9;579;2413
Üzletben kapható termékek;Kinder Maxi Mix ajándékcsomag plüssfigurával 133 g;8,6;37,3;52,5;561;2342
Üzletben kapható termékek;Kinder Maxi tejcsokoládé szelet tejes krémmel 21 g;8,7;35;53,5;566;2360
Üzletben kapható termékek;Kinder Meglepetés belső tejes réteggel bevont tejcsokoládé tojás belsejében meglepetéssel 20 g;8,1;34,2;52,3;552;2302
Üzletben kapható termékek;Kinder Mix ajándékcsomag 79 g;8,8;36,2;54,9;552;2302
Üzletben kapható termékek;Kinder Schokobons tejcsokoládé bonbonok tejes krémmel és mogyoródarabkákkal töltve 46 g;8,3;36,6;52,5;576;2401
Üzletben kapható termékek;Kinder Schokobons tejcsokoládé bonbonok tejes-mogyorós töltéssel 125 g;8,3;36,6;52,5;576;2401
Üzletben kapható termékek;Kinder Surprise Maxi belső tejes réteggel bevont tejcsokoládé tojás belsejében meglepetéssel 100 g;8,8;36,2;53,9;579;2413
Üzletben kapható termékek;Kinder tejcsokoládé szelet tejes krémmel töltve 4 db 50 g;8,7;35;53,5;566;2360
Üzletben kapható termékek;Kinder tejcsokoládé szelet tejes krémmel töltve 8 db 100 g;8,7;35;53,5;566;2360
Üzletben kapható termékek;Kiskunfélegyházi asztali mustár 700 g;5,0;5,0;7,0;105;440
Üzletben kapható termékek;Kiskunfélegyházi ecetes reszelt torma 350 g;2,0;2,0;14;93;391
Üzletben kapható termékek;Kiss Torma csípős paprika krém 200 g;1,6;1,2;4,5;45;190
Üzletben kapható termékek;Kiss Torma ecetes torma 200 g;1,4;3,5;14;116;485
Üzletben kapható termékek;Kiss Torma ecetes torma 350 g;1,4;3,5;14;116;485
Üzletben kapható termékek;Kiss Torma tejszínes torma 200 g;1,2;8,0;16;165;691
Üzletben kapható termékek;KitKat Bites Peanut Butter földimogyorós krémmel töltött ropogós ostya tejcsokoládéban 104 g;10,8;28,3;55,3;523;2188
Üzletben kapható termékek;KitKat Bites ropogós ostya tejcsokoládéban 104 g;6,1;26,9;62,9;522;2184
Üzletben kapható termékek;KitKat Chunky mogyorós krémmel bevont ropogós ostya tejcsokoládéban 42 g;7,2;30,6;58,0;539;2251
Üzletben kapható termékek;KitKat Chunky ropogós ostya fehér csokoládéban 40 g;6,9;30,6;59,4;541;2263
Üzletben kapható termékek;KitKat Chunky ropogós ostya tejcsokoládéban 40 g;7,7;28,6;59,5;529;2210
Üzletben kapható termékek;KitKat Mini ropogós ostya tejcsokoládéban 200 g;7,0;27,9;60,2;524;2190
Üzletben kapható termékek;KitKat ropogós ostya tejcsokoládéban 41,5 g;8,5;27,6;58,8;521;2181
Üzletben kapható termékek;KitKat Senses ropogós ostya csokoládékrémmel bevonva, tejcsokoládéban 200 g;5,7;29,9;59,5;535;2236
Üzletben kapható termékek;KitKat Senses sós karamellel bevont ropogós ostya tejcsokoládéban 200 g;6,8;28,8;59,9;529;2213
Üzletben kapható termékek;Kleofás formázott keménycukorka 18 g;0,2;0,1;87,3;351;1491
Üzletben kapható termékek;Knoppers Minis töltött ostya kakaós tejbevonóval félig mártva 200 g;8,8;33,2;52,4;551;2299
Üzletben kapható termékek;Knoppers tejes-mogyorós töltött ostya 25 g;8,8;33,2;52,4;551;2299
Üzletben kapható termékek;Knoppers tejes-mogyorós töltött ostya 75 g;8,8;33,2;52,4;551;2299
Üzletben kapható termékek;Knorr aranybarna sült csirke fűszerkeverék 35 g;6,2;6,7;19;170;713
Üzletben kapható termékek;Knorr bolognai spagetti alap 43 g;8,5;4,3;54;306;1285
Üzletben kapható termékek;Knorr bolognai szósz paradicsommal, bazsalikommal és oregánóval 500 g;1,4;0,5;10;46;196
Üzletben kapható termékek;Knorr burgonyapüré pehely 110 g;2,5;2,5;11;80;340
Üzletben kapható termékek;Knorr carbonara spagetti alap 47 g;14;21;47;436;1831
Üzletben kapható termékek;Knorr chilis bab alap 64 g;17;6,6;51;316;1326
Üzletben kapható termékek;Knorr csípős csirkeszárny páckeverék 35 g;10;6;43;280;1170
Üzletben kapható termékek;Knorr édes-savanyú mártás 525 g;0,6;0,5;21;93;385
Üzletben kapható termékek;Knorr ételsűrítő 250 g;6,4;40;46;582;2408
Üzletben kapható termékek;Knorr Fix 7 sajtos csirkemell alap 35 g;14;32;35;492;2051
Üzletben kapható termékek;Knorr Fix ázsiai joghurtos csirke alap 48 g;6,8;7,9;59;343;1443
Üzletben kapható termékek;Knorr Fix bolognai spagetti alap 59 g;7,2;6,4;64;352;1484
Üzletben kapható termékek;Knorr Fix carbonara spagetti alap 26 g;8;42;33;547;2285
Üzletben kapható termékek;Knorr Fix gyros alap fokhagymás dresszinggel 40 g;9,6;9;48;330;1391
Üzletben kapható termékek;Knorr Fix kínai édes-savanyú csirke alap 66 g;3,1;4;76;369;1558
Üzletben kapható termékek;Knorr Fix kínai pirított csirke alap 39 g;8,9;4,5;56;319;1345
Üzletben kapható termékek;Knorr Fix lasagne alap 56 g;9,6;3,9;59;317;1328
Üzletben kapható termékek;Knorr Fix Lasagne Carbonara 190 g;12;7;64;370;1600
Üzletben kapható termékek;Knorr Fix lasagne tészta bolognai mártással 205 g;12;5;65;356;1505
Üzletben kapható termékek;Knorr Fix mexikói chilis bab alap 50 g;12;5;53;324;1362
Üzletben kapható termékek;Knorr Fix milánói makaróni alap 60 g;6,3;8,8;62;160;1514
Üzletben kapható termékek;Knorr Fix Penne all'Arrabbiata csirkével alap 46 g;8,7;4,3;62;332;1397
Üzletben kapható termékek;Knorr Fix pörkölt alap 45 g;8,3;7,7;55;342;1436
Üzletben kapható termékek;Knorr Fix sajtos-csirkés rakott tészta alap 45 g;8,9;35;39;511;2129
Üzletben kapható termékek;Knorr Fix sajtszósz alap 29 g;14;32;37;501;2086
Üzletben kapható termékek;Knorr Fix sajtszószos csirkés penne alap 40 g;14;37;33;522;2172
Üzletben kapható termékek;Knorr Fix szecsuáni csípős csirke alap 37 g;6,5;1,7;62;291;1231
Üzletben kapható termékek;Knorr Fix tejszínes fokhagymás csirke alap 47 g;8,3;29;44;476;1988
Üzletben kapható termékek;Knorr Fix vadas alap 60 g;6,5;8;54;336;1405
Üzletben kapható termékek;Knorr Fix XXL carbonara spagetti alap 43 g;8,2;42;34;555;2314
Üzletben kapható termékek;Knorr Fix XXL chili con carne alap 75 g;18;12;51;356;1488
Üzletben kapható termékek;Knorr fokhagymás páckeverék 35 g;5,7;3,7;43;227;953
Üzletben kapható termékek;Knorr grill páckeverék 35 g;9,7;7,5;34;251;1051
Üzletben kapható termékek;Knorr gyros fűszerkeverék 35 g;9,9;4,5;31;224;956
Üzletben kapható termékek;Knorr mézes-mustáros szósz 525 g;1,1;5,3;14;112;466
Üzletben kapható termékek;Knorr milánói szósz gombaszeletekkel 500 g;2;1,7;11;65;275
Üzletben kapható termékek;Knorr Pasta Snack tészta paradicsomos-mozzarellás szósszal 72 g;3,2;1,3;17;97;406
Üzletben kapható termékek;Knorr Pasta Snack tészta sajtos-tejszínes szósszal 71 g;3,1;5;15;116;485
Üzletben kapható termékek;Knorr Pasta Snack tészta sajtos-zöldfűszeres szósszal 65 g;2,8;2,9;15;100;416
Üzletben kapható termékek;Knorr Provence csirke fűszerkeverék 35 g;9,3;10;26;271;1154
Üzletben kapható termékek;Knorr Snack tészta gombás-tejszínes szósszal 70 g;2,8;2,6;15;96;400
Üzletben kapható termékek;Knorr Snack tészta sajtos-brokkolis szósszal 69 g;3,3;3,9;14;107;447
Üzletben kapható termékek;Knorr Spaghetteria tejszínes-sajtos tészta szalonnával 153 g;3;2,3;15;94;397
Üzletben kapható termékek;Knorr Spaghetteria tészta paprikás csirke szósszal 168 g;4;2;20;120;490
Üzletben kapható termékek;Knorr Spaghetteria tészta paradicsomos-mozzarellás szósszal 163 g;3,9;0,9;21;110;462
Üzletben kapható termékek;Knorr Spaghetteria tészta parmezános sajtszósszal 163 g;3,4;3,1;19;119;500
Üzletben kapható termékek;Knorr sült csirke fűszerkeverék 35 g;3,8;2,4;30;165;694
Üzletben kapható termékek;Knorr sült krumpli fűszerkeverék 35 g;4,6;2,1;28;154;649
Üzletben kapható termékek;Knorr sült oldalas fűszerkeverék 35 g;8,6;2,9;44;243;956
Üzletben kapható termékek;Knorr tejfölös-gombás csirke alap 45 g;8,4;3,4;54;297;1244
Üzletben kapható termékek;Knorr tejszínes gombás szósz 500 g;0,8;7,6;4,7;95;394
Üzletben kapható termékek;Knorr tejszínes paprikás szósz 500 g;0,8;7,5;7,9;105;443
Üzletben kapható termékek;Knorr tejszínes sonkás tészta alap 44 g;5,9;3,4;69;343;1441
Üzletben kapható termékek;Knorr Zöldséges Snack ázsiai fűszeres bulgur paradicsommal és csicseriborsóval 71 g;3,1;3,7;17;118;494
Üzletben kapható termékek;Knorr Zöldséges Snack curry-s kuszkusz paprikával és gyömbérrel 70 g;3,1;4,8;16;126;526
Üzletben kapható termékek;Knorr Zöldséges Snack gombás kuszkusz cukkinivel és répával 72 g;3,2;3;20;123;517
Üzletben kapható termékek;Knorr Zöldséges Snack paradicsomos kuszkusz cukkinivel 70 g;3,5;3,9;17;121;507
Üzletben kapható termékek;Knusperland levesgyöngy snack 200 g;8;35;50;555;2313
Üzletben kapható termékek;Koch's tejszínes tormakrém 340 g;1,5;27;5,9;278;1146
Üzletben kapható termékek;KOCHs pikáns majonézes torma 140 g;2,0;29;10;319;1316
Üzletben kapható termékek;KOCHs wasabis, csípős torma édesítőszerrel 140 g;3,0;10;10;151;629
Üzletben kapható termékek;Koestlin dupla csokis reggeliző gabonakeksz 4 x 40 g;8,3;16;70;461;1937
Üzletben kapható termékek;Koestlin reggeliző gabonakeksz mézzel és magvakkal 4 x 40 g;7,8;19;67;474;1991
